Albany House,"18,198",Dublin_County_Dublin,4,"1,018",Free Wifi ,#128 Best Value of 622 places to stay in Dublin
Moxy Dublin City,"20,035",Dublin_County_Dublin,4,111,Free Wifi ,#129 Best Value of 622 places to stay in Dublin
The Belvedere Hotel,"16,910",Dublin_County_Dublin,4,"1,691",Free Wifi ,#130 Best Value of 622 places to stay in Dublin
Staycity Aparthotels Christchurch,"26,469",Dublin_County_Dublin,4,"1,055",Free Wifi ,#131 Best Value of 622 places to stay in Dublin
The Dean,"30,180",Dublin_County_Dublin,4,"1,177",Free Wifi ,#132 Best Value of 622 places to stay in Dublin
Trinity Townhouse Hotel,"25,733",Dublin_County_Dublin,4.5,40,Free Wifi ,#133 Best Value of 622 places to stay in Dublin
Lansdowne Hotel Ballsbridge,"16,910",Dublin_County_Dublin,4,512,Free Wifi ,#134 Best Value of 622 places to stay in Dublin
The Norseman,"22,792",Dublin_County_Dublin,4,459,Free Wifi ,#135 Best Value of 622 places to stay in Dublin
Baggot Court Townhouse,"20,035",Dublin_County_Dublin,4,372,Free Wifi ,#136 Best Value of 622 places to stay in Dublin
Beckett Locke,"18,197",Dublin_County_Dublin,4.5,21,Free Wifi ,#137 Best Value of 622 places to stay in Dublin
Dergvale Hotel,"16,279",Dublin_County_Dublin,4,459,Free Wifi ,#138 Best Value of 622 places to stay in Dublin
Abbey Court Hostel and Apartments,"14,344",Dublin_County_Dublin,4,"1,543",Bar/Lounge ,#139 Best Value of 622 places to stay in Dublin
Kinlay House,"15,684",Dublin_County_Dublin,3.5,986,Free Wifi ,#140 Best Value of 622 places to stay in Dublin
The Wren Hotel,"21,717",Dublin_County_Dublin,5,7,Not available,#141 Best Value of 622 places to stay in Dublin
Hotel St. George byNina,"13,602",Dublin_County_Dublin,3.5,925,Free Wifi ,#142 Best Value of 622 places to stay in Dublin
Charleville Lodge,"15,541",Dublin_County_Dublin,3.5,800,Free Internet ,#143 Best Value of 622 places to stay in Dublin
McGettigans Townhouse,"18,197",Dublin_County_Dublin,5,39,Free Wifi ,#144 Best Value of 622 places to stay in Dublin
Errigal House,"13,786",Dublin_County_Dublin,4.5,44,Free Wifi ,#145 Best Value of 622 places to stay in Dublin
No. 9 Rathgar,"20,219",Dublin_County_Dublin,4.5,30,Free Wifi ,#146 Best Value of 622 places to stay in Dublin
The Marilyn Mansion,"14,704",Dublin_County_Dublin,3.5,220,Free Wifi ,#147 Best Value of 622 places to stay in Dublin
Pearse Street Suites,"25,220",Dublin_County_Dublin,4,92,Free Wifi ,#148 Best Value of 622 places to stay in Dublin
"Travelodge Dublin City Centre, Rathmines","14,322",Dublin_County_Dublin,3.5,700,Not available,#149 Best Value of 622 places to stay in Dublin
Gardiner House,"18,197",Dublin_County_Dublin,4,51,Free Wifi ,#150 Best Value of 622 places to stay in Dublin
Buswells Hotel,"30,758",Dublin_County_Dublin,4.5,"1,959",Free Wifi ,Not available
Handel's Hotel,"18,197",Dublin_County_Dublin,4.5,4,Free Wifi ,#151 Best Value of 622 places to stay in Dublin
Hazelbrook House B&B,"12,316",Dublin_County_Dublin,3,597,Not available,#152 Best Value of 622 places to stay in Dublin
Double Bedroom Studios,"14,930",Dublin_County_Dublin,3,1,Not available,#153 Best Value of 622 places to stay in Dublin
My Place Dublin,"15,393",Dublin_County_Dublin,2.5,723,Free Wifi ,#154 Best Value of 622 places to stay in Dublin
Lyndon Guest House,"13,069",Dublin_County_Dublin,2.5,331,Free Wifi ,#155 Best Value of 622 places to stay in Dublin
Zanzibar Locke,"24,263",Dublin_County_Dublin,5,79,Free Wifi ,Not available
Abbott Lodge,"13,051",Dublin_County_Dublin,2.5,309,Free Wifi ,#156 Best Value of 622 places to stay in Dublin
Silver Eagle,"10,974",Dublin_County_Dublin,2,19,Free Wifi ,#157 Best Value of 622 places to stay in Dublin
Guests House,"18,392",Dublin_County_Dublin,0,0,Not available,#158 Best Value of 622 places to stay in Dublin
Eliza Lodge,"22,000",Dublin_County_Dublin,4,577,Free Wifi ,#84 of 173 hotels in Dublin
The Townhouse,"22,000",Dublin_County_Dublin,3.5,624,Free Wifi ,#95 of 173 hotels in Dublin
O'Sheas Hotel,"22,000",Dublin_County_Dublin,3.5,437,Free Wifi ,#101 of 173 hotels in Dublin
The Dawson Hotel,"22,000",Dublin_County_Dublin,3.5,891,Free Wifi ,#112 of 173 hotels in Dublin
Abrae Court Guesthouse,"22,000",Dublin_County_Dublin,4,144,Free Wifi ,#113 of 173 hotels in Dublin
Annagh House,"22,000",Dublin_County_Dublin,4,94,Free Wifi ,#114 of 173 hotels in Dublin
Ariel House,20000,Dublin_County_Dublin,4.5,"1,894",Free Wifi ,#29 of 173 hotels in Dublin
The Davenport Hotel,20000,Dublin_County_Dublin,4.5,197,Free Wifi ,#30 of 173 hotels in Dublin
The Green Hotel,20000,Dublin_County_Dublin,4.5,263,Free Wifi ,#45 of 173 hotels in Dublin
Kingfisher Townhouse,20000,Dublin_County_Dublin,4,509,Free Wifi ,#56 of 173 hotels in Dublin
The Mont Hotel,20000,Dublin_County_Dublin,4.5,113,Free Wifi ,#71 of 173 hotels in Dublin
Molesworth Court Suites,20000,Dublin_County_Dublin,4.5,196,Free Wifi ,#83 of 173 hotels in Dublin
Trinity College Campus,20000,Dublin_County_Dublin,4,626,Free Wifi ,#86 of 173 hotels in Dublin
Sheldon Park Hotel,20000,Dublin_County_Dublin,4,"1,798",Free Wifi ,#90 of 173 hotels in Dublin
Paramount Hotel Temple Bar,20000,Dublin_County_Dublin,4,"1,620",Free Wifi ,#91 of 173 hotels in Dublin
Parliament Hotel,20000,Dublin_County_Dublin,4,"1,570",Free Wifi ,#93 of 173 hotels in Dublin
Ferryman Hotel,20000,Dublin_County_Dublin,4,249,Free Wifi ,#98 of 173 hotels in Dublin
Kellys Hotel,20000,Dublin_County_Dublin,3.5,350,Free Wifi ,#103 of 173 hotels in Dublin
Dublin Central Inn,20000,Dublin_County_Dublin,3.5,"1,409",Free Wifi ,#106 of 173 hotels in Dublin
Ballsbridge Hotel,20000,Dublin_County_Dublin,3.5,"2,995",Free Wifi ,#107 of 173 hotels in Dublin
Blooms Hotel,20000,Dublin_County_Dublin,3.5,"2,793",Free Wifi ,#109 of 173 hotels in Dublin
Latchfords Townhouse Of Baggot Street,20000,Dublin_County_Dublin,4,167,Free Wifi ,#115 of 173 hotels in Dublin
The Central Hotel,"22,000",Dublin_County_Dublin,3.5,"1,070",Free Wifi ,#120 of 173 hotels in Dublin
The Kingfisher Guesthouse,"22,000",Dublin_County_Dublin,4,78,Free Wifi ,#124 of 173 hotels in Dublin
Park Inn Dublin,"22,000",Dublin_County_Dublin,3.5,136,Restaurant ,#126 of 173 hotels in Dublin
Tara Towers Hotel,"22,000",Dublin_County_Dublin,3,885,Free Wifi ,#130 of 173 hotels in Dublin
Adams Trinity Hotel,"22,000",Dublin_County_Dublin,3.5,112,Free Wifi ,#131 of 173 hotels in Dublin
Wren Urban Nest,"22,000",Dublin_County_Dublin,5,3,Not available,#132 of 173 hotels in Dublin
Marino Conference Centre,"22,000",Dublin_County_Dublin,4.5,7,Not available,#134 of 173 hotels in Dublin
Premier Apartments Dublin Airport,"22,000",Dublin_County_Dublin,4,6,Not available,#136 of 173 hotels in Dublin
Old Dubliner Bed and Breakfast,"22,000",Dublin_County_Dublin,4.5,5,Not available,#137 of 173 hotels in Dublin
Parknasilla,"22,000",Dublin_County_Dublin,4.5,2,Pool ,#138 of 173 hotels in Dublin
Shaw Court Apartments,"22,000",Dublin_County_Dublin,3.5,24,Free Wifi ,#140 of 173 hotels in Dublin
Days Serviced Apartments,"22,000",Dublin_County_Dublin,3,1,Fitness center ,#142 of 173 hotels in Dublin
Astor Hall Apartments,"22,000",Dublin_County_Dublin,3,2,Not available,#143 of 173 hotels in Dublin
Baggot Rathhouse Apartments,"22,000",Dublin_County_Dublin,3,2,Restaurant ,#144 of 173 hotels in Dublin
Northbrook Dublin,"22,000",Dublin_County_Dublin,2.5,2,Not available,#145 of 173 hotels in Dublin
Maple Hotel,"22,000",Dublin_County_Dublin,3,579,Free Wifi ,#147 of 173 hotels in Dublin
Fifty Five Park Avenue,"22,000",Dublin_County_Dublin,1,1,Bar/Lounge ,#149 of 173 hotels in Dublin
The Twelfth Lock Hotel,"22,000",Dublin_County_Dublin,1,1,Not available,#152 of 173 hotels in Dublin
Mercantile Hotel,20000,Dublin_County_Dublin,3.5,507,Free Wifi ,#117 of 173 hotels in Dublin
Portobello Hotel,20000,Dublin_County_Dublin,3.5,329,Free Wifi ,#118 of 173 hotels in Dublin
Travelodge Dublin Airport South Hotel,20000,Dublin_County_Dublin,3.5,"1,197",Free parking ,#119 of 173 hotels in Dublin
The Sweeney,20000,Dublin_County_Dublin,3.5,85,Free Wifi ,#129 of 173 hotels in Dublin
Temple Bar Lane,20000,Dublin_County_Dublin,3.5,25,Free Wifi ,#135 of 173 hotels in Dublin
Phoenix Park Hotel,20000,Dublin_County_Dublin,3,421,Free Internet ,#141 of 173 hotels in Dublin
Leeson Inn Downtown,20000,Dublin_County_Dublin,3,406,Free Wifi ,#148 of 173 hotels in Dublin
Fitzsimons Hotel,20000,Dublin_County_Dublin,3,431,Free Wifi ,#151 of 173 hotels in Dublin
Affordable by Altido Dublin,20000,Dublin_County_Dublin,1,1,Not available,#153 of 173 hotels in Dublin
Clifton Court,20000,Dublin_County_Dublin,2.5,544,Bar/Lounge ,#155 of 173 hotels in Dublin
Russell Court Hotel,20000,Dublin_County_Dublin,2.5,"1,219",Free Wifi ,#156 of 173 hotels in Dublin
Jackson Court Hotel,20000,Dublin_County_Dublin,2.5,518,Free Wifi ,#157 of 173 hotels in Dublin
Rock Hotel Dublin,"22,000",Dublin_County_Dublin,1.5,32,Not available,#159 of 173 hotels in Dublin
Cranmer Place Ballsbridge Apartments,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
BALLYFIN DEMESNE,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
St George Apartments,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
Premier Inn Dublin City Centre (South Great George Street),"22,000",Dublin_County_Dublin,0,0,Restaurant ,Not available
Rathmines Woods Hotel,"22,000",Dublin_County_Dublin,0,0,Room service ,Not available
Judge Darley's Hotel,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
Highfield House Summer Accommodation,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
Hotel St. George by theKeycollection.ie,"22,000",Dublin_County_Dublin,0,0,Not available,Not available
Aaron Court,"22,000",Dublin_County_Dublin,5,302,Free Wifi ,#2 of 182 B&Bs in Dublin
Tinode House,"22,000",Dublin_County_Dublin,5,289,Free Wifi ,#3 of 182 B&Bs in Dublin
Shantalla Lodge B&B,"22,000",Dublin_County_Dublin,5,166,Free Wifi ,#7 of 182 B&Bs in Dublin
Andorra B&B,"22,000",Dublin_County_Dublin,4.5,241,Free Wifi ,#10 of 182 B&Bs in Dublin
Oaklodge Bed & Breakfast,"22,000",Dublin_County_Dublin,4.5,177,Free Wifi ,#11 of 182 B&Bs in Dublin
Colette Carter B&B,"22,000",Dublin_County_Dublin,5,115,Free Wifi ,#15 of 182 B&Bs in Dublin
River House Hotel,20000,Dublin_County_Dublin,2,505,Bar/Lounge ,#158 of 173 hotels in Dublin
Highfield Park,20000,Dublin_County_Dublin,0,0,Not available,Not available
JBs Student Campus,20000,Dublin_County_Dublin,0,0,Not available,Not available
Dominick Place,20000,Dublin_County_Dublin,0,0,Not available,Not available
Travelodge Plus Dublin City Centre,20000,Dublin_County_Dublin,0,0,Not available,Not available
Travelodge Stephens Green,20000,Dublin_County_Dublin,0,0,Not available,Not available
Point A Hotels Dublin Parnell Street,20000,Dublin_County_Dublin,0,0,Visit hotel website ,Not available
Arranmore House,20000,Dublin_County_Dublin,5,394,Free Wifi ,#1 of 182 B&Bs in Dublin
Donnybrook Hall Hotel,20000,Dublin_County_Dublin,4.5,516,Free Wifi ,#4 of 182 B&Bs in Dublin
Almanii Bed & Breakfast,20000,Dublin_County_Dublin,4.5,389,Free Wifi ,#5 of 182 B&Bs in Dublin
Adare Bed & Breakfast,20000,Dublin_County_Dublin,4.5,320,Free Wifi ,#8 of 182 B&Bs in Dublin
Botanic View B & B,20000,Dublin_County_Dublin,4.5,834,Free Wifi ,#9 of 182 B&Bs in Dublin
Avoca House Bed and Breakfast,20000,Dublin_County_Dublin,4.5,192,Free Wifi ,#12 of 182 B&Bs in Dublin
Botanic Villa,20000,Dublin_County_Dublin,4.5,374,Free Wifi ,#13 of 182 B&Bs in Dublin
Parkway Guesthouse,20000,Dublin_County_Dublin,4.5,386,Free Wifi ,#14 of 182 B&Bs in Dublin
Barnacles Hostel Temple Bar,"22,000",Dublin_County_Dublin,4,"1,241",Free Wifi ,#6 of 267 specialty lodgings in Dublin
Times Hostels - Camden Place,"22,000",Dublin_County_Dublin,4,556,Free Wifi ,#14 of 267 specialty lodgings in Dublin
Grafton Guesthouse,"22,000",Dublin_County_Dublin,3.5,368,Free Wifi ,#32 of 182 B&Bs in Dublin
Glenkeen House,"22,000",Dublin_County_Dublin,5,55,Free Wifi ,#33 of 182 B&Bs in Dublin
Brookman Town Homes,"22,000",Dublin_County_Dublin,5,77,Free Wifi ,#16 of 267 specialty lodgings in Dublin
Annally Bed & Breakfast,"22,000",Dublin_County_Dublin,4.5,89,Free Wifi ,#35 of 182 B&Bs in Dublin
Marguerite House,"22,000",Dublin_County_Dublin,5,47,Free Wifi ,#37 of 182 B&Bs in Dublin
Lorcan Lodge,"22,000",Dublin_County_Dublin,4.5,94,Free Wifi ,#38 of 182 B&Bs in Dublin
Saint Martha's B&B,"22,000",Dublin_County_Dublin,4.5,61,Free Wifi ,#42 of 182 B&Bs in Dublin
Glenogra Guest House,"22,000",Dublin_County_Dublin,4,155,Free Wifi ,#43 of 182 B&Bs in Dublin
Applewood B&B,"22,000",Dublin_County_Dublin,4.5,65,Free Wifi ,#44 of 182 B&Bs in Dublin
Almara Bed & Breakfast Dublin,"22,000",Dublin_County_Dublin,4,140,Free Wifi ,#45 of 182 B&Bs in Dublin
Staycity Aparthotels Saint Augustine St,20000,Dublin_County_Dublin,4,"2,588",Free Wifi ,#3 of 267 specialty lodgings in Dublin
Annandale Bed & Breakfast,20000,Dublin_County_Dublin,4.5,307,Free Wifi ,#16 of 182 B&Bs in Dublin
Tipperary House,20000,Dublin_County_Dublin,4.5,348,Free Wifi ,#17 of 182 B&Bs in Dublin
Leeson Bridge Guesthouse,20000,Dublin_County_Dublin,4,"1,079",Free Wifi ,#20 of 182 B&Bs in Dublin
O'Neills Victorian Pub & Townhouse,20000,Dublin_County_Dublin,4,683,Free Wifi ,#21 of 182 B&Bs in Dublin
ABC House,20000,Dublin_County_Dublin,4,573,Free Wifi ,#23 of 182 B&Bs in Dublin
Isaacs Hostel,20000,Dublin_County_Dublin,4,"2,893",Free Internet ,#5 of 267 specialty lodgings in Dublin
Cliff Townhouse,20000,Dublin_County_Dublin,4,323,Free Wifi ,#25 of 182 B&Bs in Dublin
PREMIER SUITES PLUS Dublin Leeson Street,20000,Dublin_County_Dublin,4,371,Free Wifi ,#11 of 267 specialty lodgings in Dublin
Ashfield Hostel,20000,Dublin_County_Dublin,4,545,Free Wifi ,#12 of 267 specialty lodgings in Dublin
The Merchant House ( 5 star Suites ),20000,Dublin_County_Dublin,4.5,283,Free Wifi ,#29 of 182 B&Bs in Dublin
Anchor House Dublin,20000,Dublin_County_Dublin,4,768,Free Wifi ,#30 of 182 B&Bs in Dublin
Portobello Bed and Breakfast,20000,Dublin_County_Dublin,4.5,157,Free Wifi ,#31 of 182 B&Bs in Dublin
Spire Hostel,20000,Dublin_County_Dublin,4,222,Not available,#15 of 267 specialty lodgings in Dublin
Times Hostels - College Street,20000,Dublin_County_Dublin,3.5,591,Free Wifi ,#18 of 267 specialty lodgings in Dublin
Abberley House B&B,20000,Dublin_County_Dublin,4.5,89,Free Wifi ,#40 of 182 B&Bs in Dublin
O'Donoghue's Merrion Row,20000,Dublin_County_Dublin,4,209,Free Wifi ,#41 of 182 B&Bs in Dublin
Four Courts Hostel,20000,Dublin_County_Dublin,3.5,511,Free Wifi ,#19 of 267 specialty lodgings in Dublin
Marian Guest House,"22,000",Dublin_County_Dublin,4,236,Free Wifi ,#51 of 182 B&Bs in Dublin
Inn on the Liffey,"22,000",Dublin_County_Dublin,3.5,201,Free Wifi ,#53 of 182 B&Bs in Dublin
MEC Hostel,"22,000",Dublin_County_Dublin,3.5,247,Free Wifi ,#26 of 267 specialty lodgings in Dublin
Tara Hall,"22,000",Dublin_County_Dublin,5,17,Free Wifi ,#56 of 182 B&Bs in Dublin
Globetrotters Tourist Hostel,"22,000",Dublin_County_Dublin,4,184,Free Wifi ,#27 of 267 specialty lodgings in Dublin
The Dublin Central Hostel,"22,000",Dublin_County_Dublin,3.5,211,Free Wifi ,#28 of 267 specialty lodgings in Dublin
Hollybank B&B,"22,000",Dublin_County_Dublin,4.5,51,Free Wifi ,#61 of 182 B&Bs in Dublin
Dublin 1 Apartments,"22,000",Dublin_County_Dublin,4,257,Free Wifi ,#31 of 267 specialty lodgings in Dublin
Aghadoe House B&B,"22,000",Dublin_County_Dublin,4,75,Free Wifi ,#62 of 182 B&Bs in Dublin
Seaview,"22,000",Dublin_County_Dublin,4.5,31,Free Wifi ,#64 of 182 B&Bs in Dublin
Sycamore House,"22,000",Dublin_County_Dublin,3.5,147,Free Wifi ,#65 of 182 B&Bs in Dublin
East Park Lodge,"22,000",Dublin_County_Dublin,4.5,23,Free Wifi ,#37 of 267 specialty lodgings in Dublin
Your Home from Home - Baggot Rath,"22,000",Dublin_County_Dublin,4.5,25,Not available,#40 of 267 specialty lodgings in Dublin
Your Home from Home - Southdock,20000,Dublin_County_Dublin,4,111,Not available,#20 of 267 specialty lodgings in Dublin
Amberley House by theKeyCollections,20000,Dublin_County_Dublin,3.5,419,Free Wifi ,#48 of 182 B&Bs in Dublin
"DCU Rooms, All Hallows Campus",20000,Dublin_County_Dublin,4.5,94,Free Wifi ,#49 of 182 B&Bs in Dublin
Acara House B&B,20000,Dublin_County_Dublin,4.5,81,Free Wifi ,#52 of 182 B&Bs in Dublin
Egali Hostel,20000,Dublin_County_Dublin,4,188,Free Wifi ,#21 of 267 specialty lodgings in Dublin
Ballsbridge Townhouse,20000,Dublin_County_Dublin,3.5,135,Free Wifi ,#25 of 267 specialty lodgings in Dublin
Draper Rooms,20000,Dublin_County_Dublin,4.5,38,Free Wifi ,#54 of 182 B&Bs in Dublin
Bellgrove B&B,20000,Dublin_County_Dublin,4.5,72,Free Wifi ,#57 of 182 B&Bs in Dublin
Kildare Street Hotel by thekeycollections,20000,Dublin_County_Dublin,3.5,645,Free Wifi ,#58 of 182 B&Bs in Dublin
House Dublin,20000,Dublin_County_Dublin,3.5,227,Free Wifi ,#59 of 182 B&Bs in Dublin
Portland House,20000,Dublin_County_Dublin,4,132,Free Wifi ,#60 of 182 B&Bs in Dublin
Oliver St. John Gogarty's Hostel,20000,Dublin_County_Dublin,3.5,907,Free Wifi ,#33 of 267 specialty lodgings in Dublin
Dublin Central Suites,20000,Dublin_County_Dublin,4,34,Free Wifi ,#34 of 267 specialty lodgings in Dublin
Abrahams Hostel,20000,Dublin_County_Dublin,3.5,682,Free Internet ,#35 of 267 specialty lodgings in Dublin
Harvey's Guesthouse,20000,Dublin_County_Dublin,3.5,166,Free Internet ,#63 of 182 B&Bs in Dublin
Dublin International Youth Hostel,20000,Dublin_County_Dublin,3.5,509,Free parking ,#36 of 267 specialty lodgings in Dublin
Garden Lane Backpackers,20000,Dublin_County_Dublin,4,44,Free Wifi ,#39 of 267 specialty lodgings in Dublin
Locanda dei Poeti,"15,555",Florence_Tuscany,4.5,753,Free Wifi ,Not available
Hotel Calimala,"28,250",Florence_Tuscany,5,465,Free Wifi ,"#1 Best Value of 1,867 places to stay in Florence"
Hotel Spadai,"24,939",Florence_Tuscany,5,"2,271",Free Wifi ,"#2 Best Value of 1,867 places to stay in Florence"
San Firenze Suites & Spa,"42,486",Florence_Tuscany,5,925,Free Wifi ,"#3 Best Value of 1,867 places to stay in Florence"
Hotel David,"21,856",Florence_Tuscany,5,"4,016",Free Wifi ,"#4 Best Value of 1,867 places to stay in Florence"
Hotel Milu,"26,337",Florence_Tuscany,5,"1,094",Free Wifi ,"#5 Best Value of 1,867 places to stay in Florence"
Hotel Pendini,"19,086",Florence_Tuscany,4.5,"3,044",Free Wifi ,Not available
Hotel Davanzati,"14,028",Florence_Tuscany,5,"3,898",Free Wifi ,"#6 Best Value of 1,867 places to stay in Florence"
c-hotels Ambasciatori,"19,853",Florence_Tuscany,4.5,"1,661",Free Wifi ,"#7 Best Value of 1,867 places to stay in Florence"
The Market Urban Hotel,"17,276",Florence_Tuscany,5,152,Free Wifi ,"#8 Best Value of 1,867 places to stay in Florence"
Palazzo Castri 1874,"23,960",Florence_Tuscany,5,"1,897",Free Wifi ,"#9 Best Value of 1,867 places to stay in Florence"
Hotel Pendini,"19,086",Florence_Tuscany,4.5,"3,044",Free Wifi ,"#10 Best Value of 1,867 places to stay in Florence"
Pitti Palace al Ponte Vecchio,"23,753",Florence_Tuscany,4.5,"2,186",Free Wifi ,"#11 Best Value of 1,867 places to stay in Florence"
Diplomat Hotel,"12,568",Florence_Tuscany,4.5,439,Free Wifi ,"#12 Best Value of 1,867 places to stay in Florence"
Grand Hotel Cavour,"20,436",Florence_Tuscany,4,"2,664",Free Wifi ,"#13 Best Value of 1,867 places to stay in Florence"
c-hotels Joy,"7,286",Florence_Tuscany,4.5,815,Free Wifi ,"#14 Best Value of 1,867 places to stay in Florence"
Plaza Hotel Lucchesi,"23,605",Florence_Tuscany,4.5,"2,063",Free Wifi ,"#15 Best Value of 1,867 places to stay in Florence"
FH Hotel Calzaiuoli Firenze,"23,538",Florence_Tuscany,4.5,"1,983",Free Wifi ,"#16 Best Value of 1,867 places to stay in Florence"
Hotel Degli Orafi,"33,301",Florence_Tuscany,4.5,"1,789",Free Wifi ,"#17 Best Value of 1,867 places to stay in Florence"
NH Firenze,"20,965",Florence_Tuscany,4.5,"1,631",Free Wifi ,"#18 Best Value of 1,867 places to stay in Florence"
C-Hotels Club,"10,746",Florence_Tuscany,4,"1,362",Free Wifi ,"#19 Best Value of 1,867 places to stay in Florence"
Grand Hotel Baglioni Firenze,"23,633",Florence_Tuscany,4,"3,023",Free Wifi ,"#20 Best Value of 1,867 places to stay in Florence"
Firenze Camping in Town,"8,463",Florence_Tuscany,4,865,Free Wifi ,"#21 Best Value of 1,867 places to stay in Florence"
Hotel Lungarno,"80,141",Florence_Tuscany,5,"1,640",Free Wifi ,"#22 Best Value of 1,867 places to stay in Florence"
Hotel Franchi,"6,056",Florence_Tuscany,4.5,39,Free Wifi ,"#23 Best Value of 1,867 places to stay in Florence"
B&B La Dimora degli Angeli,"12,588",Florence_Tuscany,5,"1,090",Free Wifi ,"#24 Best Value of 1,867 places to stay in Florence"
Hotel Albani Firenze,"17,749",Florence_Tuscany,4.5,"3,020",Free Wifi ,"#25 Best Value of 1,867 places to stay in Florence"
Hotel Laurus al Duomo,"22,163",Florence_Tuscany,4.5,"1,943",Free Wifi ,"#26 Best Value of 1,867 places to stay in Florence"
B&B Hotel Firenze Nuovo Palazzo di Giustizia,"8,688",Florence_Tuscany,3.5,806,Free Wifi ,"#27 Best Value of 1,867 places to stay in Florence"
Plus Florence,"7,213",Florence_Tuscany,4,"3,038",Pool ,"#28 Best Value of 1,867 places to stay in Florence"
Hotel Loggiato dei Serviti,"24,589",Florence_Tuscany,4.5,"1,401",Free Wifi ,"#29 Best Value of 1,867 places to stay in Florence"
Loggia Fiorentina,"8,176",Florence_Tuscany,4,541,Free Wifi ,"#30 Best Value of 1,867 places to stay in Florence"
Locanda dei Poeti,"15,555",Florence_Tuscany,4.5,753,Free Wifi ,Not available
B&B La Casa dei Tintori,"16,857",Florence_Tuscany,5,"1,060",Free Wifi ,"#31 Best Value of 1,867 places to stay in Florence"
Art Hotel Villa Agape,"17,338",Florence_Tuscany,5,983,Free Wifi ,"#32 Best Value of 1,867 places to stay in Florence"
Boutique Hotel Hugo,"13,894",Florence_Tuscany,5,130,Free Wifi ,"#33 Best Value of 1,867 places to stay in Florence"
Continentale,"46,445",Florence_Tuscany,4.5,"1,335",Free Wifi ,"#34 Best Value of 1,867 places to stay in Florence"
The Frame Hotel,"22,758",Florence_Tuscany,5,136,Free Wifi ,"#35 Best Value of 1,867 places to stay in Florence"
Hotel Pendini,"19,086",Florence_Tuscany,4.5,"3,042",Free Wifi ,Not available
Grand Hotel Minerva,"41,325",Florence_Tuscany,4.5,"2,356",Free Wifi ,"#36 Best Value of 1,867 places to stay in Florence"
Grand Hotel Adriatico,"18,032",Florence_Tuscany,4,"1,947",Free Wifi ,"#37 Best Value of 1,867 places to stay in Florence"
UNAHOTELS Vittoria Firenze,"18,196",Florence_Tuscany,4,"1,807",Free Wifi ,"#38 Best Value of 1,867 places to stay in Florence"
Hotel Pierre,"20,035",Florence_Tuscany,4.5,963,Free Wifi ,"#39 Best Value of 1,867 places to stay in Florence"
Hotel Duomo Firenze,"22,840",Florence_Tuscany,4.5,"1,450",Free Wifi ,"#40 Best Value of 1,867 places to stay in Florence"
Palazzo Alfieri Residenza d'Epoca - Alfieri Collezione,"14,318",Florence_Tuscany,4.5,646,Free Wifi ,"#41 Best Value of 1,867 places to stay in Florence"
"The Westin Excelsior, Florence","76,498",Florence_Tuscany,4.5,"1,948",Restaurant ,"#42 Best Value of 1,867 places to stay in Florence"
3B Bed & Breakfast,"14,389",Florence_Tuscany,5,272,Free Wifi ,"#43 Best Value of 1,867 places to stay in Florence"
Baglioni Relais Santa Croce,"74,986",Florence_Tuscany,4.5,519,Free Wifi ,"#44 Best Value of 1,867 places to stay in Florence"
Hotel Corona D'Italia,"14,554",Florence_Tuscany,4,"1,100",Room service ,"#45 Best Value of 1,867 places to stay in Florence"
Albergo Firenze,"10,819",Florence_Tuscany,3.5,926,Free Wifi ,"#46 Best Value of 1,867 places to stay in Florence"
Starhotels Michelangelo,"19,124",Florence_Tuscany,4,"1,007",Free Wifi ,"#47 Best Value of 1,867 places to stay in Florence"
FH Grand Hotel Mediterraneo,"13,714",Florence_Tuscany,3.5,"3,121",Free Wifi ,"#48 Best Value of 1,867 places to stay in Florence"
Kraft Hotel,"16,581",Florence_Tuscany,4.5,883,Free Wifi ,"#49 Best Value of 1,867 places to stay in Florence"
Hotel Careggi,"10,709",Florence_Tuscany,4,436,Free Wifi ,"#50 Best Value of 1,867 places to stay in Florence"
AC Hotel Firenze,"18,396",Florence_Tuscany,4,"1,428",Free Wifi ,"#51 Best Value of 1,867 places to stay in Florence"
Hotel Desiree,"8,606",Florence_Tuscany,4,516,Free Wifi ,"#52 Best Value of 1,867 places to stay in Florence"
Hotel Della Signoria,"17,431",Florence_Tuscany,4.5,585,Free Wifi ,"#53 Best Value of 1,867 places to stay in Florence"
Hotel San Giorgio ＆ Olimpic Florence,"9,346",Florence_Tuscany,3.5,790,Free Wifi ,"#54 Best Value of 1,867 places to stay in Florence"
Ottantotto Firenze,"22,948",Florence_Tuscany,5,115,Free Wifi ,"#55 Best Value of 1,867 places to stay in Florence"
Soggiorno Oblivium,"10,941",Florence_Tuscany,4.5,240,Free Wifi ,"#56 Best Value of 1,867 places to stay in Florence"
Hotel Berchielli,"26,425",Florence_Tuscany,4.5,"1,847",Free Wifi ,"#57 Best Value of 1,867 places to stay in Florence"
Hotel Angelica Florence,"13,683",Florence_Tuscany,4,382,Free Wifi ,"#58 Best Value of 1,867 places to stay in Florence"
Messori Suites,"16,196",Florence_Tuscany,5,77,Free Wifi ,"#59 Best Value of 1,867 places to stay in Florence"
